id,name,parent_company
23173,daf indústria e comércio de equipamentos tecnológicos ltda,Independent
23177,supermedy imp e expeireli xiantao kimberly protective products co,Independent
23186,h strattner e cia ltda trilux medical gmbh  co kg,Independent
23190,cardinal health do brasil cordis cashel,Cardinal Health
23193,ortosintese indústria e comércio ltda,Independent
23197,mex global equipamentos para diagnósticos ltda polymer technology systems inc,Independent
23200,st jude medical brasil ltda thoratec corporation,Independent
23205,fresenius medical care ltda afri medical company,Fresenius Se & Co Kgaa
23206,ge healthcare do brasil com e serv para equipamentos médicohospitalares ltda ge healthcare critikon de mexico s de rl de cv,General Electric Company
23208,ge healthcare do brasil com e serv para equipamentos médicohospitalares ltda ge medical systems ultrasound  primary care diagnostics llc,General Electric Company
23209,bmr medical ltda  epp feg textiltechnik forschungsund entwicklungsgesellschaft mbh,Independent
23211,signo vinces equipamentos odontológicos eireli,Signo Vinces Equipamentos Odontológicos Eireli
23217,scitech produtos médicos ltda scitech produtos médicos ltda,Scitech Produtos Médicos Ltda
23219,kovalent do brasil ltda kovalent do brasil,Kovalent Do Brasil Ltda
23220,roche diagnóstica brasil ltda roche diagnostics gmbh  sandhofer strasse 116  68305  alemanha,Roche Holding Ag
23221,america medical ltda america medical,Independent
23222,ge healthcare do brasil com e serv para equipamentos médicohospitalares ltda ge healthcare japan corporation ge healthcare do brasil com e serv p equip médicohospitalares ltda ge medical systems llc ge hangwei medical systems co ltd,General Electric Company
23225,medtronic comercial ltda heartware inc,Medtronic Plc
23227,bard do brasil industria e comercio de produtos para saude ltda bard access systems inc,"Becton, Dickinson And Company"
23228,baxter hospitalar gambro industries,Baxter International
23254,abbott  thoratec corp,Abbott Laboratories
23263,aflofarm,Aflofarm Farmacja Polska Sp Z O O
23271,alphabio tec,Alpha - Bio Tec. Ltd
23272,alpha diagnostics sp z oo,Alpha Diagnostics Sp Z O O
23274,ameritek usa,Ameritek Inc.
23276,anika therapeutics inc,Anika Therapeutics Inc.
23277,syneron,Light Instruments Ltd
23284,geomed medizin technik gmbh  co kg,Atmos Greiser Holding Gmbh
23311,becton dickinson life sciences  preanalytical systems,"Becton, Dickinson And Company"
23314,becton dickinson polska sp z oo,"Becton, Dickinson And Company"
23323,bd diagnostics preanalytical systems,"Becton, Dickinson And Company"
23327,bard ltd,"Becton, Dickinson And Company"
23336,biomaxima,Biomaxima S A
23337,biotap,Biotap Sl
23359,hyaltech,Carl-Zeiss-Stiftung
23362,centrum zaopatrzenia medycznego cezal s a wroclaw,Shandong Zibo Shanchuan Medical Instruments Co. Ltd.
23367,medicus aim,Cochlear Ltd.
23390,corelens sa,I-Medical Ophthalmic International Heidelberg Gmbh
23394,onx life technologies cryolife,Cryolife Inc.
23411,radiometer sp z oo,Danaher Corporation
23422,diagnosis sa,Diagnosis S A
23425,dr vita sp z oo,Dr Vita Sp Z O O
23430,edap tms,Edap Tms
23446,ellen ab,Ellen Ab
23456,exelint,Exelint International Co.
23457,famed żywiec,Famed Zywiec Sp Z O O
23458,famed żywiec s a,Famed Zywiec Sp Z O O
23459,filmar communication,Filmar Communication Sp Z O O
23470,fujifilm europe gmbh,Fujifilm Holdings Corp.
23480,promed,General Electric Company
23483,maquet cardiopulmonary ag getinge group,Getinge Ab
23495,maquet critical care ab getinge,Getinge Ab
23499,glaxosmithkline consumer healthcare sp z oo,Glaxosmithkline Plc
23503,grena ltd,Grena Limited
23507,guangzhou wondfo biotech co ltd,Guangzhou Wondfo Biotech Co. Ltd.
23512,hagmed,Hagmed Sp Z O O Spólka Komandytowa
23516,seyitler kimya sanayi as,Hedef Girisim Sermayesi Yatirim Ortakligi Anonim Sirketi
23531,baxter health care pty ltd,Hmd Healthcare Limited
23539,microline,Hoya Corp.
23540,jiangsu kangjin medical instrument co ltd,Huaian Angel Medical Instruments Co. Ltd.
23576,johnson  johnson finland,Johnson & Johnson
23585,ethicon endosurgery a johnson  johnson company,Independent
23587,ethicon endosurgery johnson  johnson,Johnson & Johnson
23591,depuy synthes mitek sports medicine,Johnson & Johnson
23609,bd medical,Kd Medical Gmbh Hospital Products
23610,interago,Kd Medical Gmbh Hospital Products
23615,hydrex,Laboratoire Hydrex
23632,löwenstein medical technology,Löwenstein Familien-Stiftung
23633,aesculap chifa,Ludwig G. Braun Gmbh U. Co. Kg
23638,bbraun avitum poland sp z oo,Ludwig G. Braun Gmbh U. Co. Kg
23647,aesculap chifa sp z o o,Ludwig G. Braun Gmbh U. Co. Kg
23652,margomed,Margol Stanislaw Margomed Przedsiebiorstwo Produkcyjne
23653,master pharm polska sp z oo,Master Pharm S A
23654,master pharm,Master Pharm S A
23658,mds cardio sp z oo o,Mds Cardio Sp Z O O
23661,medbial spółdzielnia inwalidów,Medbial Spóldzielnia Inwalidów
23666,medicom sp z oo,Independent
23668,medilab sp z o o,Lysoform Dr. Hans Rosemann Gmbh.
23679,medtronic poland sp z oo,Medtronic Plc
23682,tyco healthcare covidien,Medtronic Plc
23689,metsis,Metsis Medikal Teknik Sistemler Elektronik Otomotiv Insaat Turizm Ve Sanayi Ticaret As
23692,mifam sa,Mifam S.A.
23697,medim,Mondpichler-Noordung-Privatstiftung
23700,drive medical limited,Natec Medical Ltd
23704,neomed,Neomed Polska Sp Z O O
23711,ningbo greetmed medica,Ningbo Greetmed Medical Instruments Co. Ltd.
23714,biomedica,Abbott Laboratories
23720,alcon polska sp z oo,"Becton, Dickinson And Company"
23723,nz techno,Nz Techno Sp Z O O
23743,otto bock polska sp z oo,Otto Bock Holding Gmbh & Co. Kg
23746,arca medica,Paramedica Polska Sp Z O O
23747,homecraft rolyan limited,Performance Health Holdings Inc.
23748,wallac oy spółki,Perkin Elmer Inc.
23764,philips medical healthcare,Philips
23772,polfa sa,Polfa Sa
23773,polpharma,Polpharma Group B.V.
23774,poly medicure ltd,Poly Medicure Limited
23775,remix,Pphu Remix S C
23776,ohmeda medical inc,Prime Initiation B.V.
23777,procardia medical,Boston Scientific
23778,cormay,Pz Cormay S A
23781,qiagen inc,Qiagen N.V.
23787,regen lab sa,Regen Lab Sa
23796,civco,Roper Technologies Inc
23797,rti surgical,"Rti Surgical, Inc."
23798,slab sp z oo,S Lab Sp Z O O
23803,sartorius biohit liquid handling oy,Sartorius Ag
23806,schiller poland sp z oo,Schiller Holding Ag
23810,hartmann,Schwenk Limes Gmbh & Co. Kg
23814,weigao group medical,Shandong Weigao Group Medical Polymer Company Limited
23817,shanghai sa medical  plastic instruments co ltd,Shanghai Sa Medical & Plastic Instruments Co. Ltd.
23820,shimadzu,Shimadzu Corp.
23835,siemens healthineers diagnostics,Siemens Ag
23844,silentia,Silentia Ab
23857,akme,Smiths Group Plc
23858,akme sp z oo sp k,Smiths Group Plc
23893,physiocontrol medtronic,Stryker
23901,gilchrist  soames,Sysco Corporation
23912,teleflex medicalarrow,Teleflex Incorporated
23918,inmed manufacturing,Teleflex Incorporated
23952,erba lachema,Transasia Bio-Medicals Limited
23955,panaceum polska,Triona Holding Sa
23960,genexo sp z oo,Twiti Investments Limited
23961,genexo,Twiti Investments Limited
23975,weinmann gmbh,Löwenstein Familien-Stiftung
23978,comesa polska,Zimmer Biomet Holdings
23984,xiantao xianmeng health  protection products ltd,Xiantao Xianmeng Health Protection Commodity Co. Ltd.
23985,yada industry group corp,Yangzhou Yada Hardware Co. Ltd.
23986,yangzhou yada industry group corp,Yangzhou Yada Hardware Co. Ltd.
23987,ztechnology sro,Z - Technology S.R.O.
23988,kwapiszpompy infuzyjne,Zarys Sp Z O O
23989,zarys,Zarys Sp Z O O
23990,zarys sp z oo,Zarys Sp Z O O
23996,zimmer biomet orthopedics,Zimmer Biomet Holdings
24008,konkret sp j,Independent
24009,cordis corporation and cregannatactx medical,Independent
24011,medan,Independent
24012,bonavita international sa,Independent
24014,nafra medical sp z oo,Independent
24015,bivona,Smiths Group Plc
24016,drg,Abyrx Inc.
24018,tecnilatex sa,Independent
24019,redmed poland sp z oo,Independent
24020,poolspa sp z oo,Independent
24021,bodyhelp sp z o o,Independent
24023,yangcheng dilling medical instruments,Independent
24024,eugeniusz cherek,Independent
24025,henmed sp z oo,Independent
24026,farkonel sp z oo,Independent
24027,shenzhen shengyangkang technical limited company,Independent
24029,merlin,Independent
24031,sorimex,Independent
24032,jintong  medical  health care products co ltd,Independent
24033,ningbo huahui medical instruments co ltd,Independent
24034,bio energy sp z oo,Independent
24035,istanbul medical,Independent
24036,biohenex sro,Independent
24037,ibabyguard infant international pte ltd,Independent
24039,kenrico ltd,Independent
24040,skamex sp z oo ska,Independent
24041,fhc corporate  manufacturing,Fhc Inc.
24042,shanghai sa medical  plastic instruments,Independent
24043,foshan nanhai baihe,Independent
24044,yiwu jiekang medical articles co ltd,Independent
24045,robot instalacyjnych insmed sp z o o,Independent
24047,quidel poland sp z oo,Independent
24048,eumed biotechnology co ltd,Sino Wealth Electronic Co. Ltd.
24049,tony optical enterprises co ltd,Tony Optical Enterprises Co. Ltd.
24050,kojak,Independent
24053,mddhrm sa ska,Independent
24054,arkona,Independent
24055,medicom,Independent
24056,stalmed,Independent
24057,changzhou yishou medical apparatus co ltd,Independent
24058,dorex,Independent
24059,medykpol,Independent
24060,cooperative inwalidow przyszlosc,Independent
24061,zakład pracy chronionej wsi warszawska,Independent
24062,cardica,Independent
24063,batu medical ag,Independent
24064,primax medic sp z oo,Independent
24065,diagnosis sp z oo,Independent
24067,ohmeda medical inc,Independent
24068,lzf polfa,Independent
24070,akme sp z oo sp k,Independent
24071,j chodacki a misztal medica spółka jawna,J Chodacki A Misztal Medica Spólka Jawna
24072,anhui tiankang medical instruments,Independent
24074,unidem ltd sk,Independent
24075,polmil spółka z oo,Independent
24076,arnomed sp z oo,Independent
24079,chirstom,Independent
24080,arkona trade and science grzegorz kalbarczyk sp j,Independent
24081,bitop ag,Bitop
24082,solinea sp z o o sp k,Independent
24083,zakłady farmaceutyczne polpharma sa,Independent
24084,wsm galmed,Independent
24087,medtronic of canada ltd,Medtronic Plc
24088,becton dickinson canada inc,"Becton, Dickinson And Company"
24089,mediman rehabilitation products inc,Independent
24090,bard canada inc,"Becton, Dickinson And Company"
24091,inverness medical canada,Independent
24092,nova century scientific inc a division of trinity biotech plc,Trinity Biotech Plc
24094,cardinal health canada inc,Cardinal Health
24095,siemens canada limited  healthcare,Siemens Ag
24101,siemens healthcare limited,Siemens Ag
24102,e i dupont de nemours  co inc,Independent
24103,hospira healthcare corporation,Pfizer
24104,b braun medical limited,Peridot Medical Inc
24106,nobel biocare canada inc,Danaher Corporation
24107,genprobe incorporated doing business as hologic inc,"Hologic, Inc."
24108,catheter innovations,Independent
24110,bayer inc,Bayer Ag
24112,canon canada inc,Novartis Ag
24113,digiray incorporated,Independent
24114,beckman coulter canada lp,Danaher Corporation
24115,straumann canada limited,Straumann Holding Ag
24116,classic health supplies ltd,Independent
24118,stryker canada lp,Stryker
24119,orthofab inc,Orthofab Inc
24124,general electric canada operating as ge healthcare,General Electric Company
24127,maquetdynamed inc,Getinge Ab
24132,canon medical systems canada limited,Canon Inc
24133,bgp pharma ulc,Independent
24134,gambro renal products  manufacturing operations division,Independent
24135,clarion medical technologies inc,Clarion Medical Technologies Inc
24136,beavers dental trading as sybron canada lp,Danaher Corporation
24137,vantage endoscopy inc,Diploma Plc
24140,inter v medical inc,Independent
24141,ondine biomedical inc,Ondine Biomedical Inc
24144,synthes canada ltd,Johnson & Johnson
24148,magellan diagnostics inc,Diploma Plc
24150,procter  gamble inc,Independent
24151,united states surgical a div of tyco healthcare group,Independent
24153,oxoid company,Thermo Fisher Scientific Inc
24155,radiometer canada,Independent
24157,biomerieux canada inc,Compagnie Merieux Alliance
24159,exactech canada,Exactech Inc.
24163,cynosure inc dba ellman,"Hologic, Inc."
24164,abbott medical canada inc,Abbott Laboratories
24166,dade behring canada inc,Siemens Ag
24167,berchtold medizinelektronik gmbh,Independent
24168,johnson  johnson medical products a div of johnson  johnson inc,Johnson & Johnson
24169,smiths medical canada ltd sims,Smiths Group Plc
24171,dectronique 1984 inc operant sous dectro international,Dectronique (1984) Inc
24172,inter medico,Inter Medico
24174,hillrom canada ltd,"Hill-Rom Holdings, Inc"
24177,osmonics inc,Independent
24180,medline canada corporation,Medline Industries Inc.
24181,action products inc,Independent
24184,tcoag ireland limited,Holding Groupe Diagnostic
24185,mentor medical systems canada,Independent
24186,medispec ltd,Independent
24189,dominion biologicals ltd,Ivd Holdings Inc
24190,electro therapeutic devices inc,Etd Electro-Therapeutic Devices Inc
24191,conmed canada,Conmed Corp.
24196,zimmer biomet canada inc,Zimmer Biomet Holdings
24197,hv solutions canada inc,Independent
24198,gebrueder martin,Independent
24201,alm surgical equipment inc,Independent
24204,macopharma canada inc,Macopharma
24205,global protection corp,Global Protection Corp.
24208,pacesetter a st jude medical company,Independent
24210,amo canada company,3M Company
24211,minogue medical inc,Minogue Medical Inc
24213,wright medical technology canada ltd,Wright Medical Group Nv
24216,henry schein canada inc,Henry Schein Inc
24219,stago canada ltdstago canada ltee,Holding Groupe Diagnostic
24220,macan engineering  manufacturing co,"Macan Engineering And Manufacturing Co., Inc."
24222,nai acquisition llc dba north american imaging inc,Independent
24224,boston scientific plymouth technology centre,Independent
24225,baxter diagnostics inc microscan division,Independent
24226,mim software inc,Mim Software Inc.
24227,alatech healthcare,Independent
24228,diatech imaging inc,Independent
24230,ryan medical distributors inc,Ryan Medical Distributors Inc
24232,integra canada ulc,Integra Lifesciences Holdings Corporation
24235,king systems,Independent
24236,mentor worldwide llc,Johnson & Johnson
24237,biomet 3i also trading as implant innovations inc,Zimmer Biomet Holdings
24239,nordion canada inc,Nordion (Canada) Inc
24242,advantage medical,Independent
24243,polystan as,Independent
24244,ecomed pharmaceuticals inc,Independent
24246,coulter electronics of canada,Independent
24249,biorad laboratories ecs division,Independent
24252,carsen group inc,Independent
24253,medigas manitoba ltd,Welders Supplies Limited
24254,northern light technologies,Independent
24255,diagnostix ltd,Thermo Fisher Scientific Inc
24257,biomet microfixation also trading as walter lorenz surgical inc,Zimmer Biomet Holdings
24259,toshiba canada medical systems limited,Canon Inc
24260,cold comfort canada ltd,Independent
24261,the stevens company limited,Stevens Company Limited The
24263,european medical contract manufacturing bv emcm,European Medical Contract Manufacturing (E.M.C.M.) B.V.
24266,patterson dental canada inc,Patterson Companies Inc
24267,mcmahon medical incorporated,Independent
24270,basic american div graham field,Independent
24271,body health inc,Independent
24273,solution cm,Independent
24275,ormco corporation also trading as sybronendo,Danaher Corporation
24276,welch allyn canada limited,"Hill-Rom Holdings, Inc"
24277,physiocontrol canada sales ltd,Stryker
24283,teleflex medical canada inc,Teleflex Incorporated
24288,edwards lifesciences canada inc,Edwards Lifesciences Corporation
24290,draeger medical infant care inc,Independent
24291,ultraray group inc,Independent
24292,health industry consultants,Independent
24295,dufort et lavigne ltee,Medline Industries Inc.
24296,kerr corporation also trading as pentron clinical,Danaher Corporation
24298,dwa gmbh  co kg,Dwa Gmbh & Co. Kg
24299,guillevin international co,Gii Holdings Corp
24300,hanel gmbh,Independent
24301,dartin medical systems canada,Dartin Medical Systems Canada
24302,dapasoft inc,Dapasoft Inc.
24303,sinclair dental co ltd,Sinclair Dental Co. Ltd
24305,laerdal medical canada ltd,Laerdal Invest As
24306,canadian hospital specialties ltd,Canadian Hospital Specialties Ltd
24307,liko care,Independent
24308,dentsply tulsa dental specialties trading as dentsply endodontics,Dentsply Sirona Inc.
24309,medigas division of praxair canada inc,"Praxair, Inc."
24312,siemens aktiengesellschaft,Independent
24316,change healthcare,I.M.P. Group International Incorporated
24319,miele limited,Independent
24323,lynden international logistics co,Lynden Incorporated
24325,liebelflarsheim canada inc,Independent
24326,scican ltd,Scican Ltd
24328,eschmann bros  walsh ltd,Independent
24330,b braun medical limited,Amg Medical Inc
24331,penner manufacturing inc,Penner Manufacturing Inc.
24334,joint solutions alliance corporation,Joint Solutions Alliance Corporation
24336,novartis pharmaceuticals canada inc,Independent
24341,trudell medical marketing limited,Trudell Medical Limited
24343,noramed inc,Independent
24347,amo canada company,Amo Canada Company
24349,iridia medical,Iridia Medical Inc
24351,heckel medizintechnik gmbh,Heckel Medizintechnik Gmbh
24352,embla systems,Natus Medical Incorporated
24354,wise laboratories ltd,Independent
24357,christie innomed inc,Groupe Christie Inc
24358,tyco healthcare group canada,Independent
24359,abbott laboratories hospital products div,Independent
24363,guidant canada corporation co boston scientific ltd,Boston Scientific
24365,medisolution ltee,Independent
24366,coopersurgical inc also trading as wallach surgical devices,"The Cooper Companies, Inc."
24369,linde canada limited,Independent
24372,linvatec corporation also trading as conmed linvatec,Conmed Corp.
24373,praxair canada inc,"Praxair, Inc."
24376,innova medical ophthalmics inc,Lombart Instruments Holdings Inc.
24377,graphic controls corporation,Independent
24378,trainers choice,Independent
24379,serim research corp,Serim Research Corporation
24380,draeger medical canada inc,Stefan Dräger Gmbh
24385,cosman medical inc,Csp Medical
24386,copan italia spa,Copan Italian Spa
24388,ceodeux sa meditec,Jcs Holding Sa
24389,cook canada inc,Cook Group Incorporated
24390,alere canada,Abbott Laboratories
24391,arjo canada inc,Getinge Ab
24395,derma sciences inc,Integra Lifesciences Holdings Corporation
24396,biohorizons canada subs of biohorizons implant systems inc,Henry Schein Inc
24399,spacelabs healthcare canada inc,Osi Systems Inc
24401,pilling canada,Independent
24403,gambro inc,Baxter International
24405,kci medical canada inc,"Icu Medical, Inc."
24406,convatec canada ltd,Triona Holding Sa
24408,oridion medikal 1987 ltd,Moog Inc
24410,clinical research dental supplies and services inc,Clinical Research Dental Supplies & Services Inc
24420,invacare canada lp,Invacare Corporation
24423,livanova usa inc,Independent
24427,medical international technologies mit canada inc,"Medical International Technology, Inc."
24428,steris canada incorporated,Steris Plc
24430,novartis nutrition corporation,Independent
24431,sarns international inc 3m health care,Independent
24435,arjohuntleigh magog,Getinge Ab
24436,draeger medical canada inc,Medical Depot Inc.
24437,omnitech labs inc,Omnitech Labs Inc
24438,leica microsystems canada,Danaher Corporation
24440,surgo surgical supply,Independent
24441,fresenius medical care canada inc,Fresenius Se & Co Kgaa
24442,nucletron international bv,Independent
24443,canon canada inc,Canon Inc
24444,lifetech inc,Independent
24445,randox laboratories canada limited,Bio-Rad Laboratories Inc
24447,lmavitaid ltd,Independent
24452,boothroyd imaging solutions inc,Independent
24453,barton medical canada inc,Independent
24456,distributions gnx inc,Independent
24460,sensor health products inc,Independent
24461,clinical computing uk ltd,Clinical Computing Uk Limited
24465,invacare continuing care group,Independent
24466,spacelabs medical products ltd,Osi Systems Inc
24467,joerns healthcare canada inc,Quad-C Jh Holdings Inc.
24469,dmg america llc also dba goldsmith  revere,Dmg America Llc
24470,coloplast canada corporation,Coloplast A/S
24471,carestream health canada company,Onex Corp
24472,integra lifesciences corporation integra,Independent
24473,ciba vision canada inc,Independent
24474,pentax corporation,Independent
24475,medtronic percusurge,Independent
24478,sherwood scientific ltd,Sherwood Scientific Limited
24480,nellcor puritan bennett canada ltd,Independent
24481,vital signs devices a ge healthcare company,Independent
24482,pentax precision inst corp,Independent
24483,caromed inc,Independent
24489,heartlab inc,Independent
24492,coopervision canada corp,"The Cooper Companies, Inc."
24493,biotronik canada inc,Ms Holding Ii Se
24494,unilab surgibone inc,Independent
24496,b braun medical limited,Medquest Medical Inc
24497,3m health care dba 3m consumer health care,3M Company
24498,roche insulin delivery systems inc,Independent
24501,sysmex canada inc,Sysmex Corp.
24504,dupont canada inc,Independent
24507,numed canada inc,Independent
24509,healthmark services ltd,Independent
24510,tpl cordis inc,Independent
24511,perry baromedical corporation,Independent
24512,ezem inc a subsidiary of bracco diagnostics inc,Independent
24513,bartels inc diagnostics div of intracel corp,Independent
24514,arrow medical products ltd,Independent
24517,terumo medical corporation elkton,Dukal Corporation
24518,biomet 3i canada inc,Zimmer Biomet Holdings
24520,performance health canada inc,Independent
24522,hettich instruments lp,Hettich Instruments Lp
24523,datexohmeda canada inc,Independent
24524,genprobe life sciences ltd,Independent
24525,origin dental systems,Independent
24526,quadromed distribution,Independent
24530,healthmed distributors inc,Healthmed Distributors
24531,8083851 canada inc operating as pama manufacturing,Independent
24532,philips medical systems canada a division of philips electronics ltd,Independent
24533,wom world of medicine gmbh,Novanta Inc.
24534,millennium ice canada,Independent
24535,pharmacia canada inc,Independent
24536,bird life designbld medical products,Independent
24538,olympus canada inc,Olympus Corporation
24539,levittsafety limited,Levitt-Safety Limited
24543,aventir biotech llc,Independent
24544,zest anchors llc also trading as zest anchors inc and zest anchors,Zest Anchors Inc.
24545,smith and nephew inc wound management division,Smith & Nephew Plc
24548,laborie medical technologies canada ulc,Independent
24549,cardiomed supplies inc,Cardiomed Supplies Inc
24554,viasys healthcare inc neurocare group grason stadler divisions,Viasys Healthcare Inc.
24556,genzyme diagnostics pei inc,Independent
24558,johnson  johnson vision care division of johnson  johnson inc,Johnson & Johnson
24563,picker corp,Independent
24565,apelem sas,Independent
24569,advanced technology laser co ltd,Independent
24574,cyberdyne corporation,Veradyne Corporation
24575,superior medical limited,Superior Medical Limited
24577,getinge canada limited,Getinge Ab
24578,novalab,Independent
24581,n v philips gloeilampenfabriek medical systems division,Independent
24582,phoenix airmid biomedical corp,Phoenix Airmid Biomedical Corp
24583,innovatek medical inc,Innovatek Medical Inc
24584,invision technologies inc,Insitu Technologies Inc.
24585,palodex group oy also trading as instrumentarium dental,Danaher Corporation
24586,medtronic spine llc,Medtronic Plc
24589,synthes usa llc,Independent
24590,nestle canada inc,Nestlé S.A.
24591,valleylab a division of tyco healthcare group lp,Independent
24592,fujifilm sonosite canada inc,Fujifilm Holdings Corp.
24593,pegasus products inc,Pegasus Products Inc.
24595,maddak inc,Harbour Group Ltd.
24596,span medical products canada inc,Span Medical Products Canada Inc
24597,premier dental products company also dba premier medical,Independent
24599,lifescan canada a division of johnson  johnson inc,Johnson & Johnson
24602,humphrey instrument inc,Independent
24603,terumo bct canada inc,Terumo Corp.
24606,steris canada corporation,Steris Plc
24607,diasorin canada inc,Diasorin Spa
24608,hospira healthcare corporation,Agfa-Gevaert Nv
24609,golden technologies of canada div of 1820979 ontario inc,Golden Technologies Of Canada Inc
24610,graham field health products,Gf Health Products Inc.
24611,murex diagnostics canada,Independent
24616,labtician ophthalmics inc,Labtician Ophthalmics Inc
24618,mcarthur medical sales inc,Mcarthur Medical Sales Inc
24619,olympus america inc diagnostic systems group,Olympus Corporation
24620,theratronics international inc,Independent
24621,medela canada inc,Olle Larsson Holding Ag
24623,safari dental inc,Independent
24627,olsen medical llc,Olsen Medical Llc
24628,vital air northern inc,Independent
24631,vitalaire canada inc,L'Air Liquide Societe Anonyme Pour L'Etude Et L'Exploitation Des Procedes Georges Claude
24632,ormco corporation also trading as sybron implant solutions,Danaher Corporation
24633,hospital for sick children,Hospital For Sick Children The
24634,acoustic imaging tech corp,Independent
24635,the shandex group,Shandex Sales Group Limited
24638,bennett,Independent
24640,cardiogenesis a cryolife inc company,Independent
24641,varian medical systems imaging laboratory gmbh,Independent
24642,sgmp company limited,Sgmp Company Limited
24643,edentec,Independent
24645,mckesson canada corporation  la corporation mckesson canada,Mckesson Financial Holdings Ii Unlimited Company
24647,clinipar inc,Independent
24651,aequitron medical inc,Independent
24654,ctg brands inc,Ctg Brands Inc
24655,grifols diagnostic solutions inc,Grifols Sa
24658,biologic systems corp,Independent
24659,body health sa,Body Health S.A.
24662,joerns healthcare canada inc,Independent
24666,nellcor puritan bennett inc a subsidiary of mallinckordt inc,Independent
24668,valeant canada lpvaleant canada sec,"Bausch Health Cos., Inc."
24669,mtre advanced technologies ltd,Independent
24671,gramedica,Independent
24673,joerns healthcare canada inc,General Electric Company
24675,biomation,Biomation
24677,tso3 inc,"Tso3, Inc."
24678,terumo medical corporation elkton,Agfa-Gevaert Nv
24679,bdh inc,Independent
24680,instruments for science and medicine inc,Independent
24681,dentsply canada ltd,Dentsply Sirona Inc.
24682,origin medsystems division of guidant canada corp,Independent
24686,mallinckrodt manufacturing llc,Mallinckrodt Plc
24690,biolytical laboratories inc,Biolytical Laboratories Inc
24694,roxon medi tech lte,Roxon Medi-Tech Ltée
24695,olympus biotech corporation,Independent
24696,ito company limited,Independent
24698,cook innoray inc,Independent
24699,biomedia unlimited limited,Bio-Media Unlimited Limited
24701,oryx pharmaceuticals inc,Independent
24703,rapid aid corp,Independent
24704,qsd inc,Independent
24708,vidacare llc,Independent
24710,sherwood medical company dba the kendall company,Independent
24711,getinge sourcing llc,Independent
24712,draeger medical canada inc,V.S.M. Investors Llc
24717,nemschoff inc,Herman Miller Inc
24718,sorin biomedica canada inc,Independent
24719,ansell canada inc,Ansell Ltd.
24721,maple leaf orthopaedics inc,Independent
24723,arjo limited,Independent
24725,kulzer llc,Independent
24726,the ohio willow wood company,Ohio Willow Wood Company
24727,teva medical ltd migada division,Independent
24728,xtron imaging inc,Xtron Imaging Inc
24729,tanda beauty canada inc  iluminage beauty inc,Lupert Ltd
24730,amt inc advanced medical tech,Independent
24732,klox technologies inc,Klox Technologies Inc
24734,biolase inc,Biolase Inc.
24735,workplace medical first aid training,Independent
24739,advanced meditech international inc,Advanced Meditech International Inc
24741,oakworks medical inc,"Oakworks Medical, Inc."
24743,silhouettone corporation,Gestion Somak Ltée
24744,canadian hospital specialties ltd doing business as chs,Canadian Hospital Specialties Ltd
24748,total healthcare equipment the medical,Independent
24749,thermigen llc dba thermiaesthetics dba thermi,Almirall Sa
24750,dental imaging technologies corp also dba imaging sciences intl,Danaher Corporation
24752,thommen medical canada inc,Thommen Medical Canada Inc
24753,dynatech 2000 inc,Dynatech 2000 Inc
24757,abbott nutrition abbott laboratories,Independent
24759,howmedica gmbh div of pfizer hospital,Independent
24761,barnetts inc,Independent
24763,bio nuclear diagnostics inc,Bio Nuclear Diagnostics Inc
24769,scalp laser,Independent
24771,advanced surgipharmbatrik medical mfgimperial surgical ltd,Independent
24772,king international an innovative health  wellness products company,Independent
24776,bracco diagnostics canada inc,Bracco Spa
24777,sanofiaventis canada inc,Sanofi
24779,adaltis inc,Independent
24781,abbott vascular a division of abbott laboratories ltd,Abbott Laboratories
24785,baxter healthcare corporation a division of baxter international inc,Baxter International
24789,mwt materials inc,Mwt Materials Inc.
24791,ann unicare inc,Independent
24793,union hearing aid centre ltd,Independent
24794,939153 ontario inc joldon diagnostics,Independent
24795,tonica elektronik as,Progradus A/S
24798,maxxim medical inc,Independent
24799,medtronic  icd,Independent
24800,ash temple ltd,Independent
24801,united states endoscopy group inc also trading as us endoscopy,Steris Plc
24802,benson medical industries inc,Benson Medical Industries Inc
24805,graphic controls canada ltd,Independent
24807,west care medical ltd,West Care Medical Ltd
24810,bioplate inc,Bioplate Inc
24811,spentech inc dba spencer technologies,Independent
24812,canadian blood services,Independent
24818,kardium inc,Kardium Inc
24819,confortmedic technologies inc,Confortmedic Technologies Inc
24823,ezem canada inc,Bracco Spa
24827,northwest scientific supply ltd,Independent
24828,synca marketing inc also operating as synca,Synca Marketing Inc
24829,pulpdent corporation,Pulpdent Corporation
24833,sony of canada ltd,Sony Corp.
24836,masimo canada ulc,Masimo Corporation
24840,maranda lauzon inc,Maranda Lauzon Inc
24843,intermedics sa,Independent
24844,kdental inc,K-Dental Inc
24848,3593036 canada inc dba sos emergency response technologies,Independent
24850,carl zeiss canada ltd,Carl-Zeiss-Stiftung
24851,skytron llc,Independent
24855,roche diagnostics a division of hoffmannla roche limitied,Independent
24856,biotronik se  co kg,Independent
24857,crcchus,Independent
24858,pharmasystems inc,Pharmasystems Inc
24862,uniprix inc,Mckesson Financial Holdings Ii Unlimited Company
24863,vwr international co,New Mountain Capital L.L.C.
24865,respironics colorado inc,Independent
24867,millar inc,Millar Inc.
24874,medmanager interactive corporation,Independent
24875,gestion technomedic inc,Independent
24876,mui scientific division of ha mui enterprises inc,Mui Scientific
